"observed" "predicted"
"78" "0" 0.0785033429728988
"79" "0" 0.31937733699656
"80" "0" 0.062049242040699
"81" "0" 0.0972309842499661
"82" "0" 0.164040334396254
"83" "0" 0.364197540944933
"84" "0" 0.159907863679878
"85" "0" 0.205738481541406
"86" "0" 0.276302184972239
"87" "0" 0.216487182712615
"88" "0" 0.183409720552617
"89" "0" 0.193383129404623
"90" "0" 0.108501295460785
"91" "0" 0.185579452572251
"92" "0" 0.247353314618411
"93" "0" 0.251815839778992
"94" "0" 0.833816151710127
"95" "0" 0.206852012394373
"96" "0" 0.0514723063558717
"97" "0" 0.0355387533710637
"98" "0" 0.203938092533554
"99" "0" 0.203938092533554
"100" "0" 0.0456120701529537
"101" "0" 0.122053670528405
"102" "0" 0.487515090320392
"103" "0" 0.634110597107543
"104" "0" 0.131605310370938
"105" "0" 0.180006156397163
"106" "0" 0.176826644401098
"107" "0" 0.073673501098173
"108" "0" 0.0859999408384223
"109" "0" 0.722914551838928
"110" "0" 0.457920304068826
"111" "0" 0.0028357979244613
"112" "0" 0.159877951652237
"113" "0" 0.0504406389391247
"114" "0" 0.254686201969671
"115" "0" 0.147431393476472
"116" "0" 0.0569358639622538
"117" "0" 0.0932039480161822
"118" "0" 0.246805925510796
"119" "0" 0.102519307977947
"120" "0" 0.273437604280284
"121" "0" 0.0687618844310284
"122" "0" 0.132621589161422
"123" "0" 0.139898827502498
"124" "0" 0.175291281237315
"125" "0" 0.0852341338943083
"126" "0" 0.0150308159099421
"127" "0" 0.0701554475566242
"128" "0" 0.307506831807049
"129" "0" 0.109548621610509
"130" "0" 0.0171245976780972
"131" "1" 0.790877113397093
"132" "1" 0.130480813121514
"133" "1" 0.735364935520731
"134" "1" 0.942295814983955
"135" "1" 0.801064163735424
"136" "1" 0.168161861628483
"137" "1" 0.548976129156063
"138" "1" 0.314424650827267
"139" "1" 0.647273137880823
"140" "1" 0.502744992608331
"141" "1" 0.616753876026632
"142" "1" 0.775768539951366
"143" "1" 0.261777832971678
"144" "1" 0.155737590412012
"145" "1" 0.552768777662212
"146" "1" 0.419895798533574
"147" "1" 0.345509347172716
"148" "1" 0.601847780022893
"149" "1" 0.250784393477229
"150" "1" 0.549923496147735
"151" "1" 0.482190204554574
"152" "1" 0.552340851886047
"153" "1" 0.321482857867196
"154" "1" 0.792227614324848
"155" "1" 0.17067419755069
"156" "1" 0.573358577437788
"157" "1" 0.571500541526345
"158" "1" 0.508551851793823
"159" "1" 0.651870353769712
"160" "1" 0.495124054014004
"161" "1" 0.318830170767606
"162" "1" 0.401977932239847
"163" "1" 0.215479402473153
"164" "1" 0.0964056716903714
"165" "1" 0.706138473462752
"166" "1" 0.66941427708885
"167" "1" 0.757717486253353
"168" "1" 0.360284179316179
"169" "1" 0.481562606628934
"170" "1" 0.155739762581408
"171" "1" 0.0644356231229483
"172" "1" 0.314965228255553
"173" "1" 0.467914595019454
"174" "1" 0.506597870535335
"175" "1" 0.215905420210607
"176" "1" 0.756068904186095
"177" "1" 0.193416558533143
"178" "1" 0.784901076757499
"179" "1" 0.77806007207721
"180" "1" 0.625841137981421
"181" "1" 0.641969703570936
"182" "1" 0.453514866756243
"183" "1" 0.153279316467635
"184" "1" 0.680897715531475
"185" "1" 0.131625040256969
"186" "1" 0.873066811764239
"187" "1" 0.505010131779594
"188" "1" 0.468685206080448
"189" "1" 0.85989898806339
